symbol,isActive,isIndex
600973,TRUE,FALSE
600974,TRUE,FALSE
600975,TRUE,FALSE
600976,TRUE,FALSE
600977,TRUE,FALSE
600978,TRUE,FALSE
600979,TRUE,FALSE
600980,TRUE,FALSE
600981,TRUE,FALSE
600982,TRUE,FALSE
600983,TRUE,FALSE
600984,TRUE,FALSE
600985,TRUE,FALSE
600986,TRUE,FALSE
600987,TRUE,FALSE
600988,TRUE,FALSE
600989,TRUE,FALSE
600990,TRUE,FALSE
600991,TRUE,FALSE
600992,TRUE,FALSE
600993,TRUE,FALSE
600994,TRUE,FALSE
600995,TRUE,FALSE
600996,TRUE,FALSE
600997,TRUE,FALSE
600998,TRUE,FALSE
600999,TRUE,FALSE
601001,TRUE,FALSE
601002,TRUE,FALSE
601003,TRUE,FALSE
601004,TRUE,FALSE
601005,TRUE,FALSE
601006,TRUE,FALSE
601007,TRUE,FALSE
601008,TRUE,FALSE
601009,TRUE,FALSE
601010,TRUE,FALSE
601011,TRUE,FALSE
601012,TRUE,FALSE
601013,TRUE,FALSE
601014,TRUE,FALSE
601015,TRUE,FALSE
601016,TRUE,FALSE
601017,TRUE,FALSE
601018,TRUE,FALSE
601019,TRUE,FALSE
601021,TRUE,FALSE
601022,TRUE,FALSE
601023,TRUE,FALSE
601024,TRUE,FALSE
601025,TRUE,FALSE
601026,TRUE,FALSE
601027,TRUE,FALSE
601028,TRUE,FALSE
601029,TRUE,FALSE
601030,TRUE,FALSE
601031,TRUE,FALSE
601032,TRUE,FALSE
601033,TRUE,FALSE
601034,TRUE,FALSE
601035,TRUE,FALSE
601036,TRUE,FALSE
601037,TRUE,FALSE
601038,TRUE,FALSE
601039,TRUE,FALSE
601040,TRUE,FALSE
601041,TRUE,FALSE
601042,TRUE,FALSE
601043,TRUE,FALSE
601044,TRUE,FALSE
601045,TRUE,FALSE
601046,TRUE,FALSE
601047,TRUE,FALSE
601048,TRUE,FALSE
601049,TRUE,FALSE
601050,TRUE,FALSE
601051,TRUE,FALSE
601052,TRUE,FALSE
601053,TRUE,FALSE
601054,TRUE,FALSE
601055,TRUE,FALSE
601056,TRUE,FALSE
601057,TRUE,FALSE
601058,TRUE,FALSE
601059,TRUE,FALSE
601060,TRUE,FALSE
601061,TRUE,FALSE
601062,TRUE,FALSE
601063,TRUE,FALSE
601064,TRUE,FALSE
601065,TRUE,FALSE
601066,TRUE,FALSE
601067,TRUE,FALSE
601068,TRUE,FALSE
601069,TRUE,FALSE
601070,TRUE,FALSE
601071,TRUE,FALSE
601072,TRUE,FALSE
601073,TRUE,FALSE
601074,TRUE,FALSE
601075,TRUE,FALSE
601076,TRUE,FALSE
